Time Deltas	Message	Detail	Time (secs)
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.135493
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.102539
T1	__rrcSetupRequest	Pci602@NrArfcn520110	7.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000923
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000505
T1	__rrcSetupRequest	Pci602@NrArfcn520110	9.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001663
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.117087
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.065268
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000434
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000461
T1	__rrcSetupRequest	Pci785@NrArfcn520110	2.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.101831
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci785@NrArfcn520110	0.00082
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	21.861513
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001899
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00035
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00184
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.086606
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.112136
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000296
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000197
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	7e-06
T4	__rrcSetup	Pci602@NrArfcn520110	0.000128
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000413
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000614
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000535
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	8e-06
T4	__rrcSetup	Pci602@NrArfcn520110	0.115136
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000509
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	7e-06
T4	__rrcSetup	Pci602@NrArfcn520110	0.033939
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000324
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.057857
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00074
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	9e-06
T4	__rrcSetup	Pci602@NrArfcn520110	0.000195
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000538
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	9e-06
T4	__rrcSetup	Pci602@NrArfcn520110	0.11177
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000239
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	7e-06
T4	__rrcSetup	Pci602@NrArfcn520110	0.00015
T1	__rrcSetupRequest	Pci602@NrArfcn520110	7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00255
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000677
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.083962
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.002096
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001787
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.027195
T1	__rrcSetupRequest	Pci602@NrArfcn520110	7.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001705
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.035703
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.124189
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.091905
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.7e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.018808
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000539
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.024946
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000939
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.115332
T4	__rrcSetup	Pci602@NrArfcn520110	0.002454
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002726
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000398
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00789
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.115731
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000513
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001498
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00037
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001092
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.105655
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001715
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.016138
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000915
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.0144
T1	__rrcSetupRequest	Pci68@NrArfcn520110	2.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.111529
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci68@NrArfcn520110	0.00049
T1	__rrcSetupRequest	Pci68@NrArfcn520110	2.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000327
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci68@NrArfcn520110	0.000392
T1	__rrcSetupRequest	Pci68@NrArfcn520110	2.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00091
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.000281
T4	__rrcSetup	Pci68@NrArfcn520110	0.024915
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.107632
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001504
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.116108
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.002114
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001128
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00044
T1	__rrcSetupRequest	Pci602@NrArfcn520110	6.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000607
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000212
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.044897
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001634
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002312
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.032877
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002024
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000332
T1	__rrcSetupRequest	Pci68@NrArfcn520110	3.2e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci68@NrArfcn520110	0.000461
T1	__rrcSetupRequest	Pci68@NrArfcn520110	3.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002423
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	7e-05
T4	__rrcSetup	Pci68@NrArfcn520110	0.000423
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001767
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.022818
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000458
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000333
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000905
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.106861
T4	__rrcSetup	Pci602@NrArfcn520110	0.00234
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000479
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.05933
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000688
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000427
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00091
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.10151
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000767
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00074
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001632
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.065293
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000855
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000576
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.102066
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.001278
T4	__rrcSetup	Pci602@NrArfcn520110	0.000405
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002461
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.063235
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001582
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.045581
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.11094
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001577
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.032669
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.002261
T1	__rrcSetupRequest	Pci602@NrArfcn520110	6.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002785
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00045
T1	__rrcSetupRequest	Pci271@NrArfcn389790	3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003365
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.2e-05
T4	__rrcSetup	Pci271@NrArfcn389790	0.000417
T1	__rrcSetupRequest	Pci271@NrArfcn389790	4.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000381
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.5e-05
T4	__rrcSetup	Pci271@NrArfcn389790	0.000365
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000798
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000464
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.116565
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001572
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002496
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000495
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001838
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000432
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.107157
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00168
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002202
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.047687
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000741
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.074831
T4	__rrcSetup	Pci602@NrArfcn520110	0.000484
T1	__rrcSetupRequest	Pci68@NrArfcn520110	2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.054798
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci68@NrArfcn520110	0.000444
T1	__rrcSetupRequest	Pci68@NrArfcn520110	3.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001728
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	5.6e-05
T4	__rrcSetup	Pci68@NrArfcn520110	0.035922
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	81.373721
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001117
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000394
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000808
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.108686
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001989
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000471
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002241
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000379
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001104
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.114319
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.092396
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001762
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000957
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000445
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.054618
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000805
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003647
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.015284
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002147
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000344
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001528
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	5.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.108416
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002113
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000453
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002143
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000363
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000883
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.005476
T4	__rrcSetup	Pci602@NrArfcn520110	0.109647
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001796
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000346
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000314
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000403
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003409
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.114092
T1	__rrcSetupRequest	Pci602@NrArfcn520110	6.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000413
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.041818
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000561
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.033264
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001108
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.109287
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002901
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.032245
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00166
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00039
T1	__rrcSetupRequest	Pci271@NrArfcn389790	2.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.142735
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.5e-05
T4	__rrcSetup	Pci271@NrArfcn389790	0.000413
T1	__rrcSetupRequest	Pci271@NrArfcn389790	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002618
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.5e-05
T4	__rrcSetup	Pci271@NrArfcn389790	0.002849
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00361
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000403
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.112184
